Number of Cases,Street Address,Cluster Number,Recent Cases in Cluster,Total Cases in Cluster,Date,Month Number
1,lorong 2 toa payoh(blk 84),64,4,13,01/09/2022,9
1,lorong 4 toa payoh(blk 81a),64,4,13,01/09/2022,9
1,lorong 4 toa payoh(blk 81b),64,4,13,01/09/2022,9
1,lorong 4 toa payoh(blk 82),64,4,13,01/09/2022,9
1,lorong 4 toa payoh(blk 82a),64,4,13,01/09/2022,9
3,lorong 4 toa payoh(blk 82b),64,4,13,01/09/2022,9
1,lorong 6 toa payoh(blk 190),64,4,13,01/09/2022,9
1,toa payoh central(blk 79a),64,4,13,01/09/2022,9
1,toa payoh central(blk 79d),64,4,13,01/09/2022,9
1,toa payoh central(blk 79e),64,4,13,01/09/2022,9
1,toa payoh central(blk 177),64,4,13,01/09/2022,9
2,tanah merah kechil avenue,65,4,13,01/09/2022,9
3,tanah merah kechil avenue(casa merah),65,4,13,01/09/2022,9
1,tanah merah kechil avenue(d'manor),65,4,13,01/09/2022,9
1,tanah merah kechil link(urban vista),65,4,13,01/09/2022,9
1,tanah merah kechil ridge,65,4,13,01/09/2022,9
3,tanah merah kechil road(east meadows),65,4,13,01/09/2022,9
2,upper changi road,65,4,13,01/09/2022,9
3,evergreen gardens,66,6,12,01/09/2022,9
1,jalan hajijah,66,6,12,01/09/2022,9
4,jalan hajijah(laguna green),66,6,12,01/09/2022,9
2,primrose avenue,66,6,12,01/09/2022,9
2,upper east coast road,66,6,12,01/09/2022,9
5,chai chee drive(blk 55),67,3,11,01/09/2022,9
1,chai chee drive(blk 56),67,3,11,01/09/2022,9
3,chai chee street(blk 53),67,3,11,01/09/2022,9
2,chai chee street(blk 54),67,3,11,01/09/2022,9
1,jalan batalong,68,7,11,01/09/2022,9
1,jalan chelagi,68,7,11,01/09/2022,9
9,loyang rise,68,7,11,01/09/2022,9
4,shunfu road(blk 301),69,8,11,01/09/2022,9
3,shunfu road(blk 302),69,8,11,01/09/2022,9
2,shunfu road(blk 305),69,8,11,01/09/2022,9
1,shunfu road(blk 307),69,8,11,01/09/2022,9
1,shunfu road(blk 312),69,8,11,01/09/2022,9
1,lorong ah soo(urban residences),70,6,10,01/09/2022,9
1,paya lebar crescent,70,6,10,01/09/2022,9
2,paya lebar crescent(tangerine grove),70,6,10,01/09/2022,9
4,paya lebar walk,70,6,10,01/09/2022,9
1,upper paya lebar road,70,6,10,01/09/2022,9
1,upper paya lebar road(suites @ paya lebar),70,6,10,01/09/2022,9
3,lorong chuan(chuan park),71,7,10,01/09/2022,9
1,serangoon avenue 2(blk 306),71,7,10,01/09/2022,9
1,serangoon avenue 2(blk 312),71,7,10,01/09/2022,9
1,serangoon avenue 3(blk 231),71,7,10,01/09/2022,9
2,serangoon avenue 3(chiltern park),71,7,10,01/09/2022,9
2,serangoon avenue 3(the springbloom),71,7,10,01/09/2022,9
1,rosewood drive(casablanca),72,4,10,01/09/2022,9
4,rosewood drive(rosewood),72,4,10,01/09/2022,9
5,woodlands avenue 1(blk 371),72,4,10,01/09/2022,9
3,ang mo kio avenue 3(blk 562),73,5,9,01/09/2022,9
1,ang mo kio avenue 3(blk 564),73,5,9,01/09/2022,9
4,ang mo kio avenue 3(blk 565),73,5,9,01/09/2022,9
1,ang mo kio avenue 10(blk 558),73,5,9,01/09/2022,9
4,bedok north road(blk 78),74,4,9,01/09/2022,9
1,bedok north road(blk 181),74,4,9,01/09/2022,9
3,bedok north road(blk 185),74,4,9,01/09/2022,9
1,bedok north street 2(blk 128),74,4,9,01/09/2022,9
1,jalan bahagia(blk 29),75,6,9,01/09/2022,9
1,jalan bahagia(blk 32),75,6,9,01/09/2022,9
2,jalan bahagia(blk 33),75,6,9,01/09/2022,9
1,jalan bahagia(blk 35),75,6,9,01/09/2022,9
1,jalan ma'mor(blk 56),75,6,9,01/09/2022,9
1,jalan ma'mor(blk 63),75,6,9,01/09/2022,9
1,whampoa road(blk 114),75,6,9,01/09/2022,9
1,whampoa road(blk 115),75,6,9,01/09/2022,9
1,marsiling lane(blk 12b),76,3,9,01/09/2022,9
2,marsiling rise(blk 115),76,3,9,01/09/2022,9
2,marsiling rise(blk 116),76,3,9,01/09/2022,9
1,marsiling rise(blk 119),76,3,9,01/09/2022,9
1,marsiling rise(blk 120),76,3,9,01/09/2022,9
1,marsiling rise(blk 124),76,3,9,01/09/2022,9
1,marsiling road(blk 180),76,3,9,01/09/2022,9
2,rivervale crescent(blk 149),77,2,9,01/09/2022,9
3,rivervale crescent(rivervale crest),77,2,9,01/09/2022,9
2,rivervale drive(blk 197),77,2,9,01/09/2022,9
2,saint anne's wood,77,2,9,01/09/2022,9
9,shaw road,78,5,9,01/09/2022,9
1,choa chu kang avenue 4(blk 423),79,3,8,01/09/2022,9
1,choa chu kang avenue 4(blk 426),79,3,8,01/09/2022,9
1,choa chu kang avenue 4(blk 427),79,3,8,01/09/2022,9
1,choa chu kang avenue 4(blk 434),79,3,8,01/09/2022,9
1,choa chu kang avenue 4(blk 438),79,3,8,01/09/2022,9
1,choa chu kang avenue 4(blk 441),79,3,8,01/09/2022,9
1,choa chu kang avenue 4(blk 442),79,3,8,01/09/2022,9
1,choa chu kang avenue 4(blk 444),79,3,8,01/09/2022,9
1,jurong east street 32(blk 305),80,4,8,01/09/2022,9
2,jurong east street 32(blk 306),80,4,8,01/09/2022,9
2,jurong east street 32(blk 307),80,4,8,01/09/2022,9
1,jurong east street 32(blk 309),80,4,8,01/09/2022,9
1,jurong east street 32(blk 313),80,4,8,01/09/2022,9
1,jurong east street 32(the mayfair),80,4,8,01/09/2022,9
3,lorong 8 toa payoh(blk 218),81,3,8,01/09/2022,9
2,lorong 8 toa payoh(blk 219),81,3,8,01/09/2022,9
1,lorong 8 toa payoh(blk 220),81,3,8,01/09/2022,9
2,lorong 8 toa payoh(blk 221),81,3,8,01/09/2022,9
8,old choa chu kang road,82,1,8,01/09/2022,9
1,woodlands street 13(blk 150),83,3,8,01/09/2022,9
1,woodlands street 13(blk 154),83,3,8,01/09/2022,9
1,woodlands street 13(blk 161),83,3,8,01/09/2022,9
2,woodlands street 13(blk 165),83,3,8,01/09/2022,9
1,woodlands street 13(blk 182b),83,3,8,01/09/2022,9
1,woodlands street 13(blk 185a),83,3,8,01/09/2022,9
1,woodlands street 13(blk 185b),83,3,8,01/09/2022,9
1,bukit batok east avenue 3(blk 222),84,2,7,01/09/2022,9
1,bukit batok east avenue 6(blk 292a),84,2,7,01/09/2022,9
1,bukit batok street 21(blk 212),84,2,7,01/09/2022,9
3,bukit batok street 21(blk 215),84,2,7,01/09/2022,9
1,bukit batok street 21(blk 293a),84,2,7,01/09/2022,9
1,clementi street 11(blk 109),85,5,7,01/09/2022,9
1,clementi street 13(blk 112),85,5,7,01/09/2022,9
4,clementi street 13(blk 117),85,5,7,01/09/2022,9
1,clementi street 13(blk 118),85,5,7,01/09/2022,9
2,court road,86,5,7,01/09/2022,9
1,hythe road,86,5,7,01/09/2022,9
2,kensington park drive(kensington park condominium),86,5,7,01/09/2022,9
2,worthing road,86,5,7,01/09/2022,9
3,how sun close,87,1,7,01/09/2022,9
4,lorong how sun(bartley residences),87,1,7,01/09/2022,9
4,jurong east street 21(blk 205),88,5,7,01/09/2022,9
2,jurong east street 21(blk 206),88,5,7,01/09/2022,9
1,jurong east street 21(blk 208),88,5,7,01/09/2022,9
2,pasir ris street 11(blk 112),89,6,7,01/09/2022,9
1,pasir ris street 11(blk 113),89,6,7,01/09/2022,9
1,pasir ris street 11(blk 126),89,6,7,01/09/2022,9
1,pasir ris street 11(blk 129),89,6,7,01/09/2022,9
2,pasir ris street 12(blk 106),89,6,7,01/09/2022,9
2,ubi avenue 1(blk 315),90,4,7,01/09/2022,9
1,ubi avenue 1(blk 323),90,4,7,01/09/2022,9
1,ubi avenue 1(blk 324),90,4,7,01/09/2022,9
1,ubi avenue 1(blk 327),90,4,7,01/09/2022,9
1,ubi avenue 1(blk 333),90,4,7,01/09/2022,9
1,ubi avenue 1(blk 341),90,4,7,01/09/2022,9
7,woodlands industrial park e4,91,6,7,01/09/2022,9
1,chancery hill road,92,1,6,01/09/2022,9
5,dyson road,92,1,6,01/09/2022,9
3,clementi avenue 4(blk 312b),93,1,6,01/09/2022,9
1,clementi avenue 4(blk 316),93,1,6,01/09/2022,9
1,clementi avenue 4(blk 318),93,1,6,01/09/2022,9
1,clementi avenue 4(blk 319),93,1,6,01/09/2022,9
5,coronation road,94,2,6,01/09/2022,9
1,king's road,94,2,6,01/09/2022,9
1,canberra road(blk 308),95,3,5,01/09/2022,9
3,canberra road(blk 309),95,3,5,01/09/2022,9
1,sembawang drive(blk 313),95,3,5,01/09/2022,9
1,chay yan street(the regency at tiong bahru),96,2,5,01/09/2022,9
2,kim tian place(blk 124),96,2,5,01/09/2022,9
1,kim tian road(blk 126a),96,2,5,01/09/2022,9
1,yong siak street,96,2,5,01/09/2022,9
3,corporation drive(blk 140d),97,2,5,01/09/2022,9
2,yuan ching road(blk 138a),97,2,5,01/09/2022,9
3,cuscaden road,98,1,5,01/09/2022,9
1,tanglin road,98,1,5,01/09/2022,9
1,tanglin road(saint regis residences),98,1,5,01/09/2022,9
1,dalvey road,99,3,5,01/09/2022,9
1,fernhill road,99,3,5,01/09/2022,9
3,stevens close,99,3,5,01/09/2022,9
2,faber crescent,100,4,5,01/09/2022,9
2,faber drive,100,4,5,01/09/2022,9
1,faber terrace,100,4,5,01/09/2022,9
1,hougang avenue 1(blk 238),101,3,5,01/09/2022,9
3,hougang street 21(blk 210),101,3,5,01/09/2022,9
1,hougang street 21(blk 231),101,3,5,01/09/2022,9
1,mimosa place,102,3,5,01/09/2022,9
1,mimosa road,102,3,5,01/09/2022,9
1,mimosa view,102,3,5,01/09/2022,9
2,saraca road,102,3,5,01/09/2022,9
1,potong pasir avenue 1(blk 121),103,3,5,01/09/2022,9
1,potong pasir avenue 1(blk 122),103,3,5,01/09/2022,9
1,potong pasir avenue 3,103,3,5,01/09/2022,9
1,potong pasir avenue 3(blk 134),103,3,5,01/09/2022,9
1,potong pasir avenue 3(blk 136),103,3,5,01/09/2022,9
1,tagore avenue,104,5,5,01/09/2022,9
1,tu fu avenue,104,5,5,01/09/2022,9
3,upper thomson road(meadows @ peirce),104,5,5,01/09/2022,9
2,telok blangah heights(blk 86),105,1,5,01/09/2022,9
2,telok blangah street 31(blk 91a),105,1,5,01/09/2022,9
1,telok blangah street 31(blk 92a),105,1,5,01/09/2022,9
2,telok blangah rise(blk 37),106,3,5,01/09/2022,9
1,telok blangah rise(blk 41),106,3,5,01/09/2022,9
2,telok blangah way(blk 34),106,3,5,01/09/2022,9
4,belimbing avenue,107,2,4,01/09/2022,9
1,compassvale bow(blk 278b),108,2,4,01/09/2022,9
1,compassvale bow(esparina residences),108,2,4,01/09/2022,9
2,compassvale bow(jewel @ buangkok),108,2,4,01/09/2022,9
4,hemsley avenue,109,2,4,01/09/2022,9
1,holland avenue(blk 2),110,4,4,01/09/2022,9
1,holland close(blk 3),110,4,4,01/09/2022,9
1,holland close(blk 4),110,4,4,01/09/2022,9
1,holland close(blk 32),110,4,4,01/09/2022,9
1,hougang avenue 8(blk 660),111,3,4,01/09/2022,9
1,hougang avenue 9(blk 916),111,3,4,01/09/2022,9
1,hougang avenue 9(blk 917),111,3,4,01/09/2022,9
1,hougang avenue 9(blk 924),111,3,4,01/09/2022,9
3,jurong east street 21(blk 209),112,2,4,01/09/2022,9
1,jurong east street 21(blk 211),112,2,4,01/09/2022,9
1,moulmein rise(the springs),113,1,4,01/09/2022,9
3,moulmein road(the huntington),113,1,4,01/09/2022,9
1,sims drive(sims urban oasis),114,1,4,01/09/2022,9
2,sims place(blk 52),114,1,4,01/09/2022,9
1,sims place(blk 53),114,1,4,01/09/2022,9
1,woodlands avenue 6(blk 758),115,2,4,01/09/2022,9
1,woodlands avenue 6(blk 762),115,2,4,01/09/2022,9
1,woodlands avenue 6(blk 763),115,2,4,01/09/2022,9
1,woodlands circle(blk 740),115,2,4,01/09/2022,9
1,ang mo kio avenue 10(blk 550),116,1,3,01/09/2022,9
1,ang mo kio avenue 10(blk 554),116,1,3,01/09/2022,9
1,ang mo kio avenue 10(blk 557),116,1,3,01/09/2022,9
1,ang mo kio avenue 3(blk 126),117,3,3,01/09/2022,9
1,ang mo kio avenue 3(blk 128),117,3,3,01/09/2022,9
1,ang mo kio avenue 6(blk 125),117,3,3,01/09/2022,9
1,beach road(blk 4),118,2,3,01/09/2022,9
1,beach road(blk 5),118,2,3,01/09/2022,9
1,north bridge road(blk 8),118,2,3,01/09/2022,9
1,bendemeer road(blk 31),119,2,3,01/09/2022,9
1,bendemeer road(blk 32),119,2,3,01/09/2022,9
1,whampoa west(blk 34),119,2,3,01/09/2022,9
1,bukit batok east avenue 5(blk 239),120,1,3,01/09/2022,9
2,bukit batok east avenue 5(blk 242),120,1,3,01/09/2022,9
1,bukit batok west avenue 6(blk 453b),121,3,3,01/09/2022,9
1,bukit batok west avenue 9(blk 448b),121,3,3,01/09/2022,9
1,bukit batok west avenue 9(blk 449b),121,3,3,01/09/2022,9
1,bukit purmei road(blk 105),122,2,3,01/09/2022,9
2,bukit purmei road(blk 107),122,2,3,01/09/2022,9
1,canberra crescent(blk 130b),123,2,3,01/09/2022,9
1,canberra crescent(blk 131a),123,2,3,01/09/2022,9
1,canberra street(blk 129c),123,2,3,01/09/2022,9
1,commonweath crescent(blk 98),124,2,3,01/09/2022,9
2,queensway(viz at holland),124,2,3,01/09/2022,9
1,compassvale lane(blk 205a),125,1,3,01/09/2022,9
1,compassvale lane(blk 205b),125,1,3,01/09/2022,9
1,compassvale link(blk 268c),125,1,3,01/09/2022,9
2,dakota crescent(blk 58),126,1,3,01/09/2022,9
1,dakota crescent(blk 62),126,1,3,01/09/2022,9
1,dyson road,127,3,3,01/09/2022,9
2,thomson road,127,3,3,01/09/2022,9
1,hougang street 52(blk 536),128,1,3,01/09/2022,9
1,hougang street 52(blk 538),128,1,3,01/09/2022,9
1,hougang street 52(blk 699b),128,1,3,01/09/2022,9
1,jalan hari raya,129,1,3,01/09/2022,9
1,jalan isnin,129,1,3,01/09/2022,9
1,sin ming road(blk 25),129,1,3,01/09/2022,9
2,jalan kupang,130,1,3,01/09/2022,9
1,upper east coast road,130,1,3,01/09/2022,9
1,jalan pari burong,131,3,3,01/09/2022,9
1,jalan simpang bedok,131,3,3,01/09/2022,9
1,peakville avenue,131,3,3,01/09/2022,9
1,jurong west street 61(blk 651a),132,3,3,01/09/2022,9
1,jurong west street 61(blk 652a),132,3,3,01/09/2022,9
1,jurong west street 61(blk 652b),132,3,3,01/09/2022,9
2,lorong 5 toa payoh(blk 48),133,1,3,01/09/2022,9
1,lorong 6 toa payoh(blk 52),133,1,3,01/09/2022,9
3,loyang close,134,3,3,01/09/2022,9
1,paya lebar crescent,135,1,3,01/09/2022,9
2,tai keng gardens,135,1,3,01/09/2022,9
1,punggol field(blk 110a),136,2,3,01/09/2022,9
1,punggol field(blk 173a),136,2,3,01/09/2022,9
1,punggol field(blk 175b),136,2,3,01/09/2022,9
2,simei street 1(blk 135),137,2,3,01/09/2022,9
1,simei street 1(blk 138),137,2,3,01/09/2022,9
1,teck whye avenue(blk 2),138,2,3,01/09/2022,9
1,teck whye avenue(blk 5),138,2,3,01/09/2022,9
1,teck whye crescent(blk 166a),138,2,3,01/09/2022,9
1,teck whye lane(blk 118),139,1,3,01/09/2022,9
1,teck whye lane(blk 120),139,1,3,01/09/2022,9
1,teck whye lane(blk 124),139,1,3,01/09/2022,9
3,tuas south street 12,140,2,3,01/09/2022,9
3,west coast road(varsity park condominium),141,3,3,01/09/2022,9
2,woodlands street 3(blk 302),142,2,3,01/09/2022,9
1,woodlands street 3(blk 317),142,2,3,01/09/2022,9
1,alexandra view(artra),143,2,2,01/09/2022,9
1,alexandra view(the metropolitian condo),143,2,2,01/09/2022,9
1,ang mo kio avenue 5,144,1,2,01/09/2022,9
1,ang mo kio industrial park 2a,144,1,2,01/09/2022,9
2,ang mo kio central 3(grandeur 8),145,1,2,01/09/2022,9
1,bridport avenue,146,2,2,01/09/2022,9
1,cowdray avenue,146,2,2,01/09/2022,9
2,bukit batok street 22(blk 296c),147,2,2,01/09/2022,9
1,bukit batok west avenue 5(blk 390),148,1,2,01/09/2022,9
1,bukit batok west avenue 5(blk 392),148,1,2,01/09/2022,9
1,canberra street(blk 101b),149,1,2,01/09/2022,9
1,canberra street(blk 103a),149,1,2,01/09/2022,9
1,cashew road(cashew heights),150,1,2,01/09/2022,9
1,hazel park terrace(hazel park condominium),150,1,2,01/09/2022,9
1,cavan road,151,2,2,01/09/2022,9
1,hamilton road,151,2,2,01/09/2022,9
1,choa chu kang avenue 2(blk 294),152,1,2,01/09/2022,9
1,choa chu kang avenue 3(blk 289),152,1,2,01/09/2022,9
1,choa chu kang avenue 5(blk 485),153,1,2,01/09/2022,9
1,choa chu kang avenue 5(blk 485b),153,1,2,01/09/2022,9
2,choa chu kang street 54(blk 770),154,1,2,01/09/2022,9
1,claymore road,155,1,2,01/09/2022,9
1,claymore road(the claymore),155,1,2,01/09/2022,9
1,compassvale drive(blk 215b),156,2,2,01/09/2022,9
1,compassvale drive(blk 217c),156,2,2,01/09/2022,9
1,compassvale street(blk 251),157,2,2,01/09/2022,9
1,compassvale street(blk 252),157,2,2,01/09/2022,9
1,delta avenue(blk 4),158,1,2,01/09/2022,9
1,indus road(blk 77),158,1,2,01/09/2022,9
1,flora road(avila gardens),159,2,2,01/09/2022,9
1,flora road(estella gardens),159,2,2,01/09/2022,9
2,gul way,160,1,2,01/09/2022,9
1,hillview avenue(hillview residence),161,2,2,01/09/2022,9
1,hillview avenue(merawoods),161,2,2,01/09/2022,9
1,hougang avenue 8(blk 633),162,1,2,01/09/2022,9
1,hougang avenue 8(blk 641),162,1,2,01/09/2022,9
1,hougang street 11(the minton),163,1,2,01/09/2022,9
1,jalan geneng,163,1,2,01/09/2022,9
1,jalan sayang,164,2,2,01/09/2022,9
1,jalan senyum,164,2,2,01/09/2022,9
1,jurong west street 24(blk 272a),165,2,2,01/09/2022,9
1,jurong west street 24(blk 272b),165,2,2,01/09/2022,9
1,jurong west street 71(blk 706),166,2,2,01/09/2022,9
1,jurong west street 81(blk 836),166,2,2,01/09/2022,9
2,keat hong close(blk 801b),167,2,2,01/09/2022,9
2,kew walk,168,1,2,01/09/2022,9
1,kim tian road(blk 130),169,1,2,01/09/2022,9
1,kim tian road(blk 131b),169,1,2,01/09/2022,9
1,kovan road(kovan residences),170,1,2,01/09/2022,9
1,simon walk,170,1,2,01/09/2022,9
1,lorong 15 geylang,171,2,2,01/09/2022,9
1,lorong 17 geylang,171,2,2,01/09/2022,9
1,lorong pisang emas,172,2,2,01/09/2022,9
1,yuk tong avenue,172,2,2,01/09/2022,9
2,mandai lake,173,1,2,01/09/2022,9
1,pasir ris drive 10(blk 708),174,2,2,01/09/2022,9
1,pasir ris heights(vue 8 residence),174,2,2,01/09/2022,9
1,pasir ris street 11(blk 140),175,2,2,01/09/2022,9
1,pasir ris street 11(blk 187),175,2,2,01/09/2022,9
2,potong pasir avenue 1,176,2,2,01/09/2022,9
1,punggol place(blk 207d),177,2,2,01/09/2022,9
1,punggol place(blk 210c),177,2,2,01/09/2022,9
1,rivervale crescent(blk 185d),178,2,2,01/09/2022,9
1,rivervale drive(blk 188a),178,2,2,01/09/2022,9
1,sembawang drive(blk 462),179,2,2,01/09/2022,9
1,sembawang drive(blk 466c),179,2,2,01/09/2022,9
1,sungei kadut street 1,180,2,2,01/09/2022,9
1,sungei kadut street 6,180,2,2,01/09/2022,9
1,tampines street 81(blk 826),181,2,2,01/09/2022,9
1,tampines street 83(blk 886),181,2,2,01/09/2022,9
1,tampines street 91(blk 910),182,1,2,01/09/2022,9
1,tampines street 91(blk 911),182,1,2,01/09/2022,9
1,tampines street 91(blk 930),183,1,2,01/09/2022,9
1,tampines street 91(blk 934),183,1,2,01/09/2022,9
1,woodlands drive 16(blk 573a),184,1,2,01/09/2022,9
1,woodlands drive 16(forestville),184,1,2,01/09/2022,9
2,woodlands sector 1,185,1,2,01/09/2022,9
1,braddell hill,1,47,481,14/08/2022,8
480,braddell hill(braddell view),1,47,481,14/08/2022,8
1,moonbeam drive,2,4,392,14/08/2022,8
1,moonbeam view,2,4,392,14/08/2022,8
1,moonbeam walk,2,4,392,14/08/2022,8
1,mount sinai avenue,2,4,392,14/08/2022,8
4,mount sinai drive(montview),2,4,392,14/08/2022,8
1,mount sinai drive(ridgewood condominium),2,4,392,14/08/2022,8
1,mount sinai drive(the marbella),2,4,392,14/08/2022,8
2,mount sinai rise,2,4,392,14/08/2022,8
2,mount sinai rise(beaverton court),2,4,392,14/08/2022,8
3,mount sinai rise(ridgewood condominium),2,4,392,14/08/2022,8
1,mount sinai walk,2,4,392,14/08/2022,8
4,pine grove(astor green),2,4,392,14/08/2022,8
42,pine grove(cavendish park),2,4,392,14/08/2022,8
314,pine grove(pine grove),2,4,392,14/08/2022,8
4,ridgewood close(ridgewood condominium),2,4,392,14/08/2022,8
10,ridgewood close(the trizon),2,4,392,14/08/2022,8
6,angora close,3,2,365,14/08/2022,8
5,alexandra road,3,2,365,14/08/2022,8
71,alexandra road(the anchorage),3,2,365,14/08/2022,8
4,alexandra road(alexis),3,2,365,14/08/2022,8
5,barbary walk,3,2,365,14/08/2022,8
4,merino crescent,3,2,365,14/08/2022,8
3,mei ling street(blk 143),3,2,365,14/08/2022,8
1,mei ling street(blk 145),3,2,365,14/08/2022,8
20,mei ling street(blk 146),3,2,365,14/08/2022,8
2,mei ling street(blk 147),3,2,365,14/08/2022,8
21,mei ling street(blk 148),3,2,365,14/08/2022,8
11,mei ling street(blk 149),3,2,365,14/08/2022,8
9,mei ling street(blk 150),3,2,365,14/08/2022,8
2,mei ling street(blk 151),3,2,365,14/08/2022,8
2,mei ling street(blk 153),3,2,365,14/08/2022,8
2,mei ling street(blk 154),3,2,365,14/08/2022,8
8,mei ling street(blk 155),3,2,365,14/08/2022,8
5,mei ling street(blk 156),3,2,365,14/08/2022,8
9,mei ling street(blk 157),3,2,365,14/08/2022,8
5,mei ling street(blk 158),3,2,365,14/08/2022,8
19,mei ling street(blk 160),3,2,365,14/08/2022,8
10,mei ling street(blk 161),3,2,365,14/08/2022,8
8,mei ling street(blk 162),3,2,365,14/08/2022,8
11,queensway(blk 168a),3,2,365,14/08/2022,8
4,shepherds drive,3,2,365,14/08/2022,8
22,stirling road,3,2,365,14/08/2022,8
1,stirling road(blk 58),3,2,365,14/08/2022,8
7,stirling road(blk 163),3,2,365,14/08/2022,8
6,stirling road(blk 164),3,2,365,14/08/2022,8
6,stirling road(blk 165),3,2,365,14/08/2022,8
2,stirling road(blk 166),3,2,365,14/08/2022,8
9,stirling road(blk 167),3,2,365,14/08/2022,8
4,stirling road(blk 168),3,2,365,14/08/2022,8
3,stirling road(blk 169),3,2,365,14/08/2022,8
11,stirling road(blk 170),3,2,365,14/08/2022,8
3,stirling road(blk 171),3,2,365,14/08/2022,8
7,stirling road(blk 181),3,2,365,14/08/2022,8
2,stirling road(blk 182),3,2,365,14/08/2022,8
6,stirling road(blk 184),3,2,365,14/08/2022,8
29,stirling road(queens),3,2,365,14/08/2022,8
2,boon lay avenue(blk 183b),4,28,304,14/08/2022,8
1,boon lay avenue(blk 183c),4,28,304,14/08/2022,8
1,boon lay avenue(blk 183d),4,28,304,14/08/2022,8
29,boon lay avenue(blk 185),4,28,304,14/08/2022,8
8,boon lay avenue(blk 186),4,28,304,14/08/2022,8
24,boon lay avenue(blk 187),4,28,304,14/08/2022,8
1,boon lay avenue(blk 217a),4,28,304,14/08/2022,8
1,boon lay avenue(blk 217b),4,28,304,14/08/2022,8
6,boon lay drive,4,28,304,14/08/2022,8
13,boon lay drive(blk 174),4,28,304,14/08/2022,8
6,boon lay drive(blk 175),4,28,304,14/08/2022,8
4,boon lay drive(blk 176),4,28,304,14/08/2022,8
6,boon lay drive(blk 177),4,28,304,14/08/2022,8
2,boon lay drive(blk 178),4,28,304,14/08/2022,8
1,boon lay drive(blk 180),4,28,304,14/08/2022,8
3,boon lay drive(blk 180a),4,28,304,14/08/2022,8
1,boon lay drive(blk 180b),4,28,304,14/08/2022,8
1,boon lay drive(blk 180c),4,28,304,14/08/2022,8
1,boon lay drive(blk 181a),4,28,304,14/08/2022,8
2,boon lay drive(blk 181b),4,28,304,14/08/2022,8
48,boon lay drive(blk 188),4,28,304,14/08/2022,8
3,boon lay drive(blk 189),4,28,304,14/08/2022,8
2,boon lay drive(blk 190),4,28,304,14/08/2022,8
15,boon lay drive(blk 191),4,28,304,14/08/2022,8
2,boon lay drive(blk 196a),4,28,304,14/08/2022,8
6,boon lay drive(blk 196b),4,28,304,14/08/2022,8
3,boon lay drive(blk 197a),4,28,304,14/08/2022,8
2,boon lay drive(blk 197b),4,28,304,14/08/2022,8
1,boon lay drive(blk 197c),4,28,304,14/08/2022,8
2,boon lay drive(blk 197d),4,28,304,14/08/2022,8
3,boon lay drive(blk 199),4,28,304,14/08/2022,8
4,boon lay drive(blk 200),4,28,304,14/08/2022,8
3,boon lay drive(blk 201),4,28,304,14/08/2022,8
3,boon lay drive(blk 202),4,28,304,14/08/2022,8
1,boon lay drive(blk 203),4,28,304,14/08/2022,8
3,boon lay drive(blk 257),4,28,304,14/08/2022,8
9,boon lay drive(blk 258),4,28,304,14/08/2022,8
3,boon lay drive(blk 259),4,28,304,14/08/2022,8
1,boon lay drive(blk 260),4,28,304,14/08/2022,8
3,boon lay drive(blk 261),4,28,304,14/08/2022,8
1,boon lay drive(blk 262),4,28,304,14/08/2022,8
4,boon lay drive(blk 267),4,28,304,14/08/2022,8
1,boon lay drive(blk 268),4,28,304,14/08/2022,8
4,boon lay drive(blk 268b),4,28,304,14/08/2022,8
6,boon lay drive(blk 268c),4,28,304,14/08/2022,8
2,boon lay place(blk 207),4,28,304,14/08/2022,8
7,boon lay place(blk 208),4,28,304,14/08/2022,8
4,boon lay place(blk 209),4,28,304,14/08/2022,8
11,boon lay place(blk 210),4,28,304,14/08/2022,8
16,boon lay place(blk 211),4,28,304,14/08/2022,8
